hts8,brief_description
70172000,"Laboratory, hygienic or pharmaceutical glassware, whether or not calibrated or graduated, of glass w/low coefficient of heat expansion"
70179010,Glass microscope slides and micro cover glasses
70179050,"Laboratory, hygienic or pharmaceutical glassware, whether or not calibrated, nesoi, of glass, nesoi"
70181010,"Glass imitation pearls and pearl beads of all shapes and colors, whether or not drilled, not strung and not set"
70181020,Glass imitation precious or semiprecious stones (except beads)
70181050,"Glass beads (o/than imitat. pearls) & similar glass smallwares, nesoi"
70182000,Glass microspheres not exceeding 1 mm in diameter
70189010,"Glass eyes, except prosthetic articles"
70189050,"Articles (o/than imitation jewellry) of glass beads, pearls and imitation stones and statuettes & ornaments of lamp-worked glass"
70191100,Glass fiber chopped strands of a length not more than 50 mm
70191200,Glass fiber rovings
70191905,"Fiberglass rubber reinforcing yarn,not color,of electrically nonconductive continuous filament 9 to 11 microns diam & impreg for adhesion to"
70191915,"Glass fiber yarns, not colored, other than fiberglass rubber reinforcing yarn"
70191924,"Fiberglass rubber reinforce yarn,color,of electrically nonconduct. continuous filament 9 to 11 microns diam & impreg for adhesion to polym."
70191928,"Glass fiber yarns, colored, other than fiberglass rubber reinforcing yarn"
70191930,Glass fiber chopped strands of a length more than 50 mm
70191970,"Fiberglass rubber reinforce cord,of electrically nonconduct. contin. filament 9 to 11 microns diam & impreg for adhesion to polymeric comp."
70191990,Glass fiber slivers
70193100,Nonwoven glass fiber mats
70193200,Nonwoven glass fiber in thin sheets (voiles)
70193910,Nonwoven glass wool insulation products
70193950,"Nonwoven glass fiber webs, mattresses, boards and similar articles of nonwoven glass fibers, nesoi"
70194005,"Woven fiberglass tire cord fabric of rovings,n/o 30 cm wide,of elect. nonconductive cont. filament 9-11 micron diam & impreg for adhesion"
70194015,"Woven glass fiber fabric of rovings, n/o 30 cm in width, other than fiberglass tire cord fabric"
70194030,"Woven fiberglass tire cord fabric of roving,o/30 cm wide,n/color, of elect. nonconduct. contin. fil. 9-11 micron diam & impreg for adhesion"
70194040,"Woven glass fiber fabric of rovings, o/30 cm wide, not colored, other than fiberglass tire cord fabric"
70194070,"Woven fiberglass tire cord fabric of roving,o/30 cm wide,color,of elect nonconduct. cont. filament 9-11 micron diam & impreg for adhesion"
70194090,"Woven glass fiber fabrics of rovings, o/30 cm wide, colored, other than fiberglass tire cord fabric"
70195110,"Woven fiberglass tire cord fabric,n/roving,n/o 30 cm wide,of electrical nonconduct. contin. filament 9-11 micron diam & impreg for adhesion"
70195190,"Woven glass fiber fabric, not of rovings, n/o 30 cm wide, other than fiberglass tire cord fabric"
70195230,"Woven fiberglass tire cord fabric,n/rov,pl.weave,o/30 cm wide & less than 250 g/m2,w/no single yarn o/136 tex,n/colrd,of elect nonconduct"
70195240,"Woven glass fiber woven fabric, not colored, not of rovings, plain weave, o/30 cm wide, less than 250 g/m2, w/no single yarn o/136 tex,nesoi"
70195270,"Woven fiberglass tire cord fabric,n/rov,color,pl. weave,o/30 cm wide & less thna 250 g/m2,w/no single yarn o/136 tex, of elect nonconduct"
70195290,"Woven glass fiber fabric,not colored,not rovings,plain weave,o/30 cm wide & less than 250 g/m2,w/no single yarn not more than 136 tex, nesoi"
70195930,"Woven fiberglass tire cord fabric,n/colored,nesoi,o/30 cm wide,of elect. noncond contin filament 9-11 micron diam and impreg for adhesion"
70195940,"Woven glass fiber woven fabrics, not colored, nesoi, o/30 cm wide, nesoi"
70195970,"Woven fiberglass tire cord fabric,colored,nesoi,o/30 cm wide,of elect. nonconduct contin filaments 9-11 micron diam & impreg for adhesion"
70195990,"Woven glass fiber woven fabrics, colored, nesoi, o/30 cm wide, nesoi"
70199010,"Woven glass fiber articles (other than fabrics), nesoi"
70199050,"Glass fibers (including glass wool), nesoi, and articles thereof, nesoi"
70200030,"Quartz reactor tubes and holders designed for insertion into diffusion and oxidation furnaces for semiconductor wafer production, nesoi"
70200040,Glass inners for vacuum flasks or for other vacuum vessels
70200060,"Articles of glass, not elsewhere specified or included"
71011030,"Natural pearls, graded and temporarily strung for convenence of transport"
71011060,"Natural pearls, not strung, mounted or set"
71012100,"Cultured pearls, unworked"
71012230,"Cultured pearls, worked, graded and temporarily strung for convenience of transport"
71012260,"Cultured pearls, worked, not strung, mounted or set"
71021000,"Diamonds, unsorted, whether or not worked"
71022110,"Miners' diamonds, unworked or simply sawn, cleaved or bruted"
71022130,"Industrial diamonds (other than miners' diamonds), simply sawn, cleaved or bruted"
71022140,"Industrial diamonds (other than miners' diamonds), unworked"
71022900,"Industrial diamonds, worked, but not mounted or set"
71023100,"Nonindustrial diamonds, unworked or simply sawn, cleaved or bruted"
71023900,"Nonindustrial diamonds, worked, but not mounted or set"
71031020,"Precious stones (o/than diamonds) & semiprecious stones, unworked"
71031040,"Precious stones (o/than diamonds) & semiprecious stones, simply sawn or roughly shaped"
71039100,"Rubies, sapphires and emeralds, worked, whether or not graded, but n/strung (ex. ungraded temporarily strung), mounted or set"
71039910,"Precious or semiprecious stones, nesoi, cut but not set and suitable for use in the manufacture of jewelry"
71039950,"Precious or semiprecious stones, nesoi, worked, whether or not graded, but n/strung (ex. ungraded temporarily strung), mtd. or set"
71041000,Piezo-electric quartz
71042000,"Synthetic or reconstructed precious or semiprecious stones, unworked or simply sawn or roughly shaped"
71049010,"Synthetic or reconstructed precious or semiprecious stones, cut but not set & suitable for use in the manufacture of jewelry"
71049050,"Synth.or reconstruct. precious or semiprecious stones, wkd, whether or not graded, but n/strung (ex.ungraded temp. strung), mtd./set,nesoi"
71051000,Diamond dust and powder
71059000,Natural or synthetic precious (except diamond) or semiprecious stone dust and powder
71061000,Silver powder
71069110,Silver bullion and dore
71069150,"Silver, unwrought (o/than bullion and dore)"
71069210,"Silver (incl. silver plate w gold/platinum),semimanufacture,rectangular/near rectangular shape,99.5% or > pure,marked only by wgt/identity"
71069250,"Silver (including silver plated with gold or platinum), in semimanufactured form, nesoi"
71070000,"Base metals clad with silver, not further worked than semimanufactured"
71081100,Gold powder
71081210,"Gold, nonmonetary, bullion and dore"
71081250,"Gold, nonmonetary, unwrought (o/than gold bullion and dore)"
71081310,Gold leaf
71081355,"Gold (incl. gold plated w platinum),not money,semimanufacture,rectangle/near rectangular shape,99.5% or > pure,marked only by wgt/identity"
71081370,"Gold (including gold plated with platinum), nonmonetary, in semimanufactured forms (except gold leaf), nesoi"
71082000,"Gold, monetary, in unwrought, semimanufactured or powder form"
71090000,"Base metals or silver clad with gold, but not further worked than semimanufactured"
71101100,"Platinum, unwrought or in powder form"
71101900,"Platinum, in semimanufactured forms"
71102100,"Palladium, unwrought or in powder form"
71102900,"Palladium, in semimanufactured forms"
71103100,"Rhodium, unwrought or in powder form"
71103900,"Rhodium, in semimanufactured forms"
71104100,"Iridium, osmium and ruthenium, unwrought or in powder form"
71104900,"Iridium, osmium and ruthenium, in semimanufactured forms"
71110000,"Base metals, silver or gold clad with platinum, not further worked than semimanufactured"
71123000,Ash containing precious metals or precious metal compounds
71129100,"Gold waste and scrap, including metal clad with gold but excluding sweepings containing other precious metals"
71129200,"Platinum waste and scrap, including metal clad with platinum but excluding sweepings containing other precious metals"
71129900,"Precious metal (other than of gold or platinum) waste and scrap, including metal clad with precious metals, nesoi"
71131110,"Silver rope, curb, etc. in continuous lengths, whether or not plated/clad with other precious metal, suitable for jewelry manufacture"
71131120,"Silver articles of jewelry and parts thereof, nesoi, valued not over $18 per dozen pieces or parts"
71131150,"Silver articles of jewelry and parts thereof, nesoi, valued over $18 per dozen pieces or parts"
71131910,"Precious metal (o/than silver) rope, curb, etc. in continuous lengths, whether or not plated/clad precious metal, for jewelry manufacture"
71131921,Gold rope necklaces and neck chains
71131925,Gold mixed link necklaces and neck chains
71131929,Gold necklaces and neck chains (o/than of rope or mixed links)
71131930,Precious metal (o/than silver) clasps and parts thereof
71131950,"Precious metal (o/than silver) articles of jewelry and parts thereo, whether or not plated or clad with precious metal,nesoi"
71132010,"Base metal clad w/precious metal, rope, curb & like articles in continuous lengths, suitable for use in jewelry manufacture"
71132021,Base metal clad w/gold rope necklaces and neck chains
71132025,Base metal clad w/gold mixed link necklaces and neck chains
71132029,"Base metal clad w/gold necklaces and neck chains, nesoi"
71132030,Base metal clad w/precious metal clasps and parts thereof
71132050,"Base metal clad w/precious metal articles of jewelry and parts thereof, nesoi"
71141110,"Knives with handles of silver, whether or not plated or clad with other precious metal"
71141120,"Forks with  handles of silver, whether or not plated or clad with other precious metal"
71141130,Spoons and ladles with handles of sterling silver
71141140,"Spoons and ladles (o/than w/sterling silver handles) of silver, whether or not plated or clad w/other precious metal"
71141145,"Sets of two or more knives or forks w/silver handles or spoons and ladles of silver, whether or not clad or plated w/prec.metal"
71141150,"Tableware, nesoi, of sterling silver"
71141160,"Articles of silver nesoi, for household, table or kitchen use, toilet and sanitary wares, including parts thereof"
71141170,"Silversmiths' wares (other than for household/table/kitchen use & toilet and sanitary wares) of silver, nesoi"
71141900,"Precious metal (o/than silver) articles, nesoi, whether or not plated or clad with other precious metal, nesoi"
71142000,Goldsmiths' or silversmiths' wares of base metal clad with precious metal
71151000,Platinum catalysts in the form of wire cloth or grill
71159005,"Precious metal articles, incl. metal clad w/precious metal,rectangle/near rectangle shape,99.5%/ or pure,marked only by wgt/identity"
71159030,"Gold (including metal clad with gold) articles (o/than jewellry or goldsmiths' wares), nesoi"
71159040,"Silver (including metal clad with silver) articles (o/than jewellry or silversmiths' wares), nesoi"
71159060,"Articles of precious metal (o/than gold or silver), including metal clad with precious metal, nesoi"
71161010,Natural pearl articles
71161025,Cultured pearl articles
71162005,"Jewelry articles of precious or semiprecious stones, valued not over $40 per piece"
71162015,"Jewelry articles of precious or semiprecious stones, valued over $40 per piece"
71162030,"Semiprecious stones (except rock crystal), graded and strung temporarily for convenience of transport"
71162035,Semiprecious stone (except rock crystal) figurines
71162040,Semiprecious stone (except rock crystal) articles (other than jewelry and figurines)
